artist_name,track_name,release_date,genre,lyrics,topic,age
jerry lee lewis,good night irene,1958,pop,saturday night marry wife settle wife part go stroll goodnight goodnight goodnight goodnight goodnight dream live country live promotion jump river drown goodnight goodnight goodnight goodnight dream,world/life,9
johnny mathis,blue christmas,1958,pop,blue christmas blue think decorations green christmas tree dear blue snowflakes start fall blue memories start call doin right christmas white blue blue blue blue christmas instrumental break doin right christmas white blue blue christmas,music,9
the platters,whispering wind,1958,pop,whisper wind whisper word want hear whisper wind heart hurt bring near yearn sound laughter long afterglow whisper wind whisper wind bring hop pin whisper wind whisper like hear whisper come true whisper wind whisper wind whisper wind bring hop pin whisper wind whisper like hear whisper come true whisper wind,music,9
jackie wilson,as long as i live,1958,pop,long live hour years remember forever dear long live easy say night part forget forget wonder heart regret long live hour years remember forever dear long live think night part life sound funny forget happiness long live hour years remember forever dear long live,world/life,9
jackie wilson,right now!,1958,pop,right hand right lips command right lovers land baby leave post kiss feel coast coast right baby need soul satisfy great desire right world break right star tumble blue right long right time place right ride outer space right wild embrace soul satisfy great desire time wine flow free time lover right come,night/time,9
frankie laine,granada,1958,pop,granada fall spell speak fascinate tale tell world long forget weave silent magic granada today greet sigh granada remember splendor granada hill wanderr entrance beauty entrance land flower song start granada envy blush snowclad sierra nevada soon welcome star thousand guitars play soft habanera moonlit granada live yesterday romantic,world/life,9
frankie laine,your cheatin' heart,1958,pop,cheat heart weep sleep sleep come night cheat heart tell tear come like fall rain toss walk floor cheat heart tell cheat heart pine someday crave throw away time come blue cheat heart tell tear come like fall rain toss walk floor cheat heart tell,sadness,9
the platters,but not like you,1958,pop,like like remind remind find touch dream recall like pass matter memory start grow hearted know like matter memory start grow hearted know like,sadness,9
jackie wilson,danny boy,1958,pop,pip pip call mountainside summer go roses fall bide pip call mountainside summer go roses fall abide come summer meadow valley hush white snow pip call mountainside summer go roses fall abide come summer meadow valley hush white snow,music,9
frankie laine,that's my desire,1958,pop,spend night rendezvous reminisce desire meet gypsies play dance till break desire little glass wine gaze eye divine feel touch lips press hear whisper time desire hear whisper time desire desire,romantic,9
ricky nelson,don't leave me,1959,pop,baby understand wanna lovin leave baby leave leave baby goodbye dance picture doggon sure leave baby leave leave baby goodbye someday little time dream come true leave baby leave yeah baby leave baby leave baby understand wanna lovin leave baby leave leave baby goodbye dance picture doggon sure leave baby leave leave baby goodbye someday little time dream come true leave baby leave yeah baby leave baby leave,sadness,9
jerry vale,promises promises,1959,pop,heart want heart promise kiss winter summer fall apart near heart moment hour love start beat heart promise kiss winter summer fall apart near heart moment hour love start beat heart,sadness,9
jerry vale,moonglow,1959,pop,moonglow blue moonglow straight hear sayin dear hold fast start prayin lord float right heavenly songs come moonglow blue remember moonglow give instrumental moonglow blue remember moonglow give moonglow give,music,9
neil sedaka,i belong to you,1959,pop,kiss lips life begin concern kiss convince rove days belong come life like linger heart soul open heart belong heaven tell heaven offer tingle single time hold near look eye clear belong offer tingle single time hold near look eye clear belong,world/life,9
neil sedaka,crying my heart out for you,1959,pop,stand teardrops eye look window lovers pass stand cry heart look window moon lovely night romance perfect night stand cry heart remember know walk hand hand street girl smile meet walk hand hand street stand cry heart,sadness,9
neil sedaka,moon of gold,1959,pop,moon gold love sweetheart say goodbye moonlight kiss share memory light glow tender word whisper promise come true know soon leave long moon glow go sweetheart memory grow cold tarnish moon gold go sweetheart memory grow cold tarnish moon gold,romantic,9
neil sedaka,i waited too long,1959,pop,wait long apart tell feel heart somebody come fool wait long life play wait game go fool wait long wasn smart wasn wise tear eye life life regret play hard know wrong fool wait long fool wait long long,night/time,9
neil sedaka,forty winks away,1959,pop,fall asleep night cause light matter wink away away matter believe darling oceans cross dream cause wink away away land enchantment pillowcase cause know sweet embrace till come home arm stay kinda nice know turn light wink away away away,sadness,9
neil sedaka,no vacancy,1959,pop,livin house makin highway rippin buildin gotta place week sleepin street lookin vacancy long walkin round vacancy walkin walkin vacancy searchin round vacancy apartment vacancy dishwasher place stay place rent sure crime cold water flat build time paint peelin right wall good golly bathroom lookin vacancy budget scrimp save givin wine women song roof head condition dead lookin vacancy long walkin round vacancy walkin walkin vacancy searchin round vacancy apartment vacancy dishwasher place stay long walkin round vacancy long walkin round vacancy long walkin round vacancy long walkin round vacancy long walkin round vacancy,obscene,9
